#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 18:26:11       0     26     38      -      0      0      0      0      0      0   7001    277      0      0      2      1      0      -      -      0      0      1 
 18:26:12       0     25     38      -      0      0      0      0      0      0   7001    180      0      0      2      1      0      -      -      0      0      0 
 18:26:13       0     25     38      -      0      0      0      0      0      0   7001    172      0      0      2      1      0      -      -      0      0      2 
 18:26:14       0     19     37      -      0      0      0      0      0      0    810    180      0      0      5      2      0      -      -      0      0      1 
 18:26:15       0     21     38      -      0      0      0      0      0      0  13801    180      0      0    300      4      0      -      -      0      0      5 
 18:26:16       0     44     38      -      0      0      0      0      0      0  13801   2460      0      0    595      6      0      -      -      0      0      0 
 18:26:17       0     43     38      -      1      0      0      0      0      0  13801   2445      0      0   6680     10      0      -      -      0    118      3 
 18:26:18       0    158     47      -     99     72      0      0      0      0  13801   2842      0      0  10586     14      0      -      -      0      5      0 
 18:26:20       0    177     46      -     79     56      0      0      0      0  13801   2842      0      0  15808     14      0      -      -      0     47     13 
 18:26:21       0    173     45      -     56     38      0      0      0      0  13801   2842      0      0   9036      8      0      -      -      0     32      0 
 18:26:22       0    166     46      -     46     36      0      0      0      0  13801   2850      0      0   9332     10      0      -      -      0   1100     21 
 18:26:23       0    167     49      -     87     66      0      0      0      0  13801   2842      0      0   9332     10      0      -      -      0     19      0 
 18:26:24       0    162     44      -     18     15      0      0      0      0  13801   2842      0      0  10202     14      0      -      -      0   1745    123 
 18:26:25       0    173     47      -     55     39      0      0      0      0  13801   2835      0      0  15830     14      0      -      -      0      0      0 
 18:26:26       0    165     47      -     67     54      0      0      0      0  13801   2842      0      0   9036      8      0      -      -      0    118      2 
 18:26:27       0    164     46      -     83     58      0      0      0      0  13801   2842      0      0   9332     10      0      -      -      0     36    177 
 18:26:28       0    164     45      -     42     37      0      0      0      0  13801   2842      0      0   9332     10      0      -      -      0   1115     16 
 18:26:29       0    165     49      -     92     61      0      0      0      0  13801   2842      0      0  10202     14      0      -      -      0    592      4 
 18:26:30       0    162     45      -     31     22      0      0      0      0  13801   2835      0      0  15830     14      0      -      -      0     43      3 
 18:26:31       0    174     50      -    100     75      0      0      0      0  13801   2842      0      0   9036      8      0      -      -      0    147     69 
 18:26:32       0    163     43      -     31     22      0      0      0      0  13801   2842      0      0   9332     10      0      -      -      0   1091     11 
 18:26:33       0    164     49      -     75     60      0      0      0      0  13801   2842      0      0   9332     10      0      -      -      0      0      0 
 18:26:34       0    158     44      -     45     33      0      0      0      0  13801   2842      0      0   9820     14      0      -      -      0   1142    110 
 18:26:35       0    174     50      -    100     73      0      0      0      0  13801   2842      0      0  15832     14      0      -      -      0   1104     35 
 18:26:36       0    166     49      -     68     55      0      0      0      0  13801   2842      0      0   9332     10      0      -      -      0    114    103 
 18:26:37       0    166     47      -     58     40      0      0      0      0  13801   2842      0      0   9332     10      0      -      -      0     37      7 
 18:26:38       0    166     50      -     65     53      0      0      0      0  13801   2842      0      0   9332     10      0      -      -      0    204     91 
 18:26:39       0    167     48      -     71     55      0      0      0      0  13801   2842      0      0   9608     14      0      -      -      0    295    495 
 18:26:41       0    169     45      -     15     13      0      0      0      0  13801   2842      0      0  15818     14      0      -      -      0     20     90 
