#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 17:37:03       0     11     29      -      0      0      0      0      0      0    405    180      0      0      2      1      0      -      -      0      1      3 
 17:37:04       0     11     29      -      0      0      0      0      0      0    405    180      0      0      2      1      0      -      -      0      1      1 
 17:37:05       0     11     29      -      0      0      0      0      0      0    405    180      0      0      2      1      0      -      -      0      1      3 
 17:37:06       0     11     29      -      0      2      0      0      0      0    405    180      0      0      4      2      0      -      -      0      0      1 
 17:37:07       0     13     29      -      0      0      0      0      0      0    405    180      0      0      4      2      0      -      -      0      1      1 
 17:37:08       0     12     29      -      0      0      0      0      0      0    405    180      0      0      4      2      0      -      -      0      1      1 
 17:37:09       0     23     30      -      1      0      0      0      0      0  13801   2512      0      0   2760      4      0      -      -      0      0      0 
 17:37:10       0     85     32      -     27     14      0      0      0      0  13801   2670      0      0   6818      4      0      -      -      0      0      0 
 17:37:11       0    184     43      -    100     29      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0     18      3 
 17:37:12       0    192     42      -    100     20      0      0      0      0  13801   2827      0      0   6818      4      0      -      -      0      4      3 
 17:37:13       0    175     37      -     22      9      0      0      0      0  13801   2827      0      0   6818      4      0      -      -      0      0     91 
 17:37:14       0    175     36      -     30     16      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0     11      4 
 17:37:16       0    176     44      -     94     29      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0     12      0 
 17:37:17       0    180     45      -    100     20      0      0      0      0  13801   2842      0      0   6818      4      0      -      -      0     22      7 
 17:37:18       0    178     43      -     92     24      0      0      0      0  13801   2835      0      0   6818      4      0      -      -      0     12      3 
 17:37:19       0    184     46      -    100     20      0      0      0      0  13801   2835      0      0   6818      4      0      -      -      0      0      2 
 17:37:20       0    177     44      -    100     21      0      0      0      0  13801   2835      0      0   6818      4      0      -      -      0   1105      4 
 17:37:21       0    179     42      -     63     18      0      0      0      0  13801   2827      0      0   6818      4      0      -      -      0     12      3 
 17:37:22       0    169     39      -     11      6      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0      0      0 
 17:37:23       0    171     44      -     51     21      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0     22      6 
 17:37:24       0    176     46      -     91     28      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0     12      3 
 17:37:25       0    186     47      -    100     20      0      0      0      0  13801   2835      0      0   6818      4      0      -      -      0      0      3 
 17:37:26       0    184     46      -    100     24      0      0      0      0  13801   2835      0      0   6818      4      0      -      -      0     21      4 
 17:37:27       0    170     41      -     38     12      0      0      0      0  13801   2827      0      0   6818      4      0      -      -      0     10      2 
 17:37:28       0    170     38      -     31     16      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0      0      0 
 17:37:29       0    170     40      -     20      7      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0     12      3 
 17:37:30       0    171     41      -     39     18      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0      2      1 
 17:37:31       0    179     46      -     99     30      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0      0      0 
 17:37:32       0    178     47      -    100     20      0      0      0      0  13801   2835      0      0   6818      4      0      -      -      0     11      3 
 17:37:33       0    187     46      -     96     24      0      0      0      0  13801   2827      0      0   6818      4      0      -      -      0      2      3 
 17:37:34       0    174     41      -     15      7      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0     20      0 
 17:37:35       0     55     36      -      0      0      0      0      0      0  13801   2865      0      0      4      2      0      -      -      0      0      0 
 17:37:37       0     49     35      -      0      0      0      0      0      0  14001   2797      0      0      4      2      0      -      -      0      0      0 
 17:37:38       0     46     35      -      0      0      0      0      0      0  14001   2445      0      0      4      2      0      -      -      0      0      0 
 17:37:39       0     27     34      -      0      0      0      0      0      0   7001    555      0      0   2938      4      0      -      -      0     13      4 
