#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 19:06:59       0     26     41      -      0      0      0      0      0      0   7001    180      0      0      2      1      0      -      -      0      0      4 
 19:07:00       0     26     41      -      0      0      0      0      0      0   7001    180      0      0      2      1      0      -      -      0      0      3 
 19:07:01       0     26     41      -      0      0      0      0      0      0   7001    180      0      0      2      1      0      -      -      0      0      3 
 19:07:02       0     17     41      -      0      0      0      0      0      0    810    180      0      0      2      1      0      -      -      0      0      4 
 19:07:03       0     14     40      -      0      0      0      0      0      0    405    180      0      0      2      1      0      -      -      0      0      2 
 19:07:04       0     12     40      -      0      0      0      0      0      0    405    180      0      0      2      1      0      -      -      0      0      4 
 19:07:05       0     11     40      -      0      0      0      0      0      0    405    180      0      0      2      1      0      -      -      0      0      3 
 19:07:06       0     12     40      -      0      0      0      0      0      0    405    180      0      0     35      4      0      -      -      0     37     21 
 19:07:07       0     31     41      -     14      5      0      0      0      0  13801   2520      0      0   9288      8      0      -      -      0     86     14 
 19:07:08       0    121     45      -     44     16      0      0      0      0  13801   2857      0      0  10006      8      0      -      -      0      3      5 
 19:07:09       0    193     50      -     79     39      0      0      0      0  13801   2835      0      0  10154      8      0      -      -      0   1140     16 
 19:07:10       0    194     55      -    100     50      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0     19      6 
 19:07:11       0    204     53      -    100     40      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0      0     77 
 19:07:12       0    194     49      -     69     33      0      0      0      0  13801   2835      0      0  10154      8      0      -      -      0   1109     19 
 19:07:13       0    201     53      -    100     41      0      0      0      0  13801   2850      0      0  10154      8      0      -      -      0      0      2 
 19:07:14       0    199     52      -    100     35      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0      8    101 
 19:07:15       0    192     48      -     47     26      0      0      0      0  13801   2835      0      0  10154      8      0      -      -      0      9      4 
 19:07:17       0    193     52      -     89     31      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0   1108     16 
 19:07:18       0    198     51      -    100     26      0      0      0      0  13801   2850      0      0  10154      8      0      -      -      0      8      3 
 19:07:19       0    196     53      -    100     45      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0      0     94 
 19:07:20       0    197     54      -     82     46      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0      8      2 
 19:07:21       0    199     53      -    100     39      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0     37      3 
 19:07:22       0    196     50      -     93     37      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0     12      3 
 19:07:23       0    186     46      -     44     23      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0     35      3 
 19:07:24       0    198     52      -    100     22      0      0      0      0  13801   2850      0      0  10154      8      0      -      -      0      0      3 
 19:07:25       0    198     51      -    100     22      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0   1109     21 
 19:07:26       0    186     47      -     25     13      0      0      0      0  13801   2835      0      0  10154      8      0      -      -      0      2      9 
 19:07:27       0    191     53      -    100     44      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0   1113     20 
 19:07:28       0    199     55      -    100     39      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0      4      4 
 19:07:29       0    193     49      -     55     39      0      0      0      0  13801   2835      0      0  10154      8      0      -      -      0     57     98 
 19:07:30       0    191     53      -     82     28      0      0      0      0  13801   2835      0      0  10154      8      0      -      -      0      8    104 
 19:07:31       0    201     51      -    100     18      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0      0      6 
 19:07:32       0    187     48      -     41     19      0      0      0      0  13801   2835      0      0  10154      8      0      -      -      0     10    105 
 19:07:33       0    194     55      -    100     42      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0      3      1 
 19:07:34       0    199     55      -    100     42      0      0      0      0  13801   2842      0      0  10154      8      0      -      -      0   1141     15 
 19:07:35       0    188     49      -     39     27      0      0      0      0  13801   2827      0      0  10154      8      0      -      -      0      9      2 
