#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 18:15:43       0     25     38      -      0      0      0      0      0      0   7001    187      0      0      2      1      0      -      -      0      0      1 
 18:15:44       0     25     38      -      0      0      0      0      0      0   7001    180      0      0      2      1      0      -      -      0      0      0 
 18:15:45       0     25     38      -      0      0      0      0      0      0   7001    180      0      0      2      1      0      -      -      0      0      0 
 18:15:46       0     22     37      -      0      0      0      0      0      0    810    187      0      0      5      2      0      -      -      0      6      1 
 18:15:47       0     15     37      -      0      0      0      0      0      0    405    180      0      0      5      2      0      -      -      0      1      3 
 18:15:48       0     12     37      -      0      0      0      0      0      0    405    180      0      0      5      2      0      -      -      0      1      1 
 18:15:50       0     20     38      -      2      0      0      0      0      0  13801   1807      0      0   1070      8      0      -      -      0      3      2 
 18:15:51       0    110     47      -     99     18      0      0      0      0  13801   2655      1      0  12644      8      0      -      -      0      3      2 
 18:15:52       0    218     51      -    100     37      0      0      0      0  13801   2827      0      0  13438      8      0      -      -      0      8      4 
 18:15:53       0    234     51      -    100     36      0      0      0      0  13801   2842      1      0  13438      8      0      -      -      0     18      3 
 18:15:54       0    250     49      -    100     33      0      0      0      0  13801   2805      0      0  13438      8      0      -      -      0      8      3 
 18:15:55       0    240     54      -    100     41      0      0      0      0  13801   2827      3      0  13438      8      0      -      -      0     14      3 
 18:15:56       0    242     52      -    100     28      0      0      0      0  13801   2797      1      0  13438      8      0      -      -      0      9      3 
 18:15:57       0    238     53      -    100     29      0      0      0      0  13801   2827      0      0  13438      8      0      -      -      0     15      3 
 18:15:58       0    240     54      -    100     26      0      0      0      0  13801   2812      1      0  13438      8      0      -      -      0      7      2 
 18:15:59       0    236     55      -     91     43      0      0      0      0  13801   2835      0      0  13438      8      0      -      -      0     12      3 
 18:16:00       0    249     50      -    100     26      0      0      0      0  13801   2812      0      0  13438      8      0      -      -      0     22      3 
 18:16:01       0    242     55      -    100     44      0      0      0      0  13801   2827      0      0  13438      8      0      -      -      0      7      4 
 18:16:02       0    251     52      -    100     31      0      0      0      0  13801   2805      0      0  13438      8      0      -      -      0     18      4 
 18:16:03       0    239     57      -    100     35      0      0      0      0  13801   2827      0      0  13438      8      0      -      -      0     10      3 
 18:16:04       0    245     53      -    100     28      0      0      0      0  13801   2812      0      0  13438      8      0      -      -      0     16      4 
 18:16:05       0    240     55      -    100     36      0      0      0      0  13801   2835      0      0  13438      8      0      -      -      0     14      4 
 18:16:06       0    243     52      -    100     30      0      0      0      0  13801   2820      0      0  13438      8      0      -      -      0      5      2 
 18:16:07       0    235     48      -     68     18      0      0      0      0  13801   2812      0      0  13438      8      0      -      -      0     10      5 
 18:16:08       0    255     54      -    100     27      0      0      0      0  13801   2812      0      0  13438      8      0      -      -      0     17      2 
 18:16:09       0    243     58      -    100     37      0      0      0      0  13801   2827      0      0  13438      8      0      -      -      0      8      4 
 18:16:10       0    243     54      -    100     28      0      0      0      0  13801   2820      0      0  13438      8      0      -      -      0   1098      4 
 18:16:12       0    244     58      -    100     39      0      0      0      0  13801   2835      0      0  13438      8      0      -      -      0      6      3 
 18:16:13       0    251     56      -    100     36      0      0      0      0  13801   2820      0      0  13438      8      0      -      -      0     13      3 
 18:16:14       0    237     49      -     63     23      0      0      0      0  13801   2820      0      0  13438      8      0      -      -      0     18      2 
 18:16:15       0    256     54      -    100     30      0      0      0      0  13801   2812      0      0  13438      8      0      -      -      0     12      3 
 18:16:16       0    222     55      -     65     23      0      0      0      0  13801   2827      0      0  13438      8      0      -      -      0     15      4 
 18:16:17       0    241     56      -    100     36      0      0      0      0  13801   2820      0      0  13438      8      0      -      -      0      5      3 
 18:16:18       0    236     51      -     66     23      0      0      0      0  13801   2820      2      0  13438      8      0      -      -      0     20      3 
 18:16:19       0    256     55      -    100     29      0      0      0      0  13801   2812      0      0  13438      8      0      -      -      0      2      2 
 18:16:20       0    237     58      -    100     36      0      0      0      0  13801   2812      4      0  13438      8      0      -      -      0      7      4 
 18:16:21       0    244     57      -    100     26      0      0      0      0  13801   2812      1      0  13438      8      0      -      -      0      2      1 
 18:16:22       0    240     52      -    100     18      0      0      0      0  13801   2812      0      0  13438      8      0      -      -      0      2      3 
 18:16:23       0    161     50      -    100     11      0      0      0      0  13801   2857      0      0  13438      8      0      -      -      0   1102     74 
 18:16:24       0    153     50      -    100     17      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0      6      2 
 18:16:25       0    151     49      -     74     14      0      0      0      0  13801   2850      0      0   6716      6      0      -      -      0      7      2 
 18:16:26       0    145     46      -     16      8      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0      0      0 
 18:16:27       0    157     51      -     96     22      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0     10      3 
 18:16:28       0    154     50      -    100     11      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0      6      2 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 18:16:29       0    153     50      -    100     11      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0      4      3 
 18:16:30       0    154     50      -    100     15      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0      0      0 
 18:16:31       0    147     46      -     41     10      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0     12      4 
 18:16:32       0    147     49      -     50     15      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0      6      2 
 18:16:34       0    152     50      -    100     15      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0      2      2 
 18:16:35       0    157     50      -    100     11      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0      0     90 
 18:16:36       0    153     50      -    100     13      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0      8      2 
 18:16:37       0    154     50      -    100     18      0      0      0      0  13801   2850      0      0   6716      6      0      -      -      0      6      2 
 18:16:38       0    147     46      -     52     11      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0      2      1 
 18:16:39       0    138     44      -      0      0      0      0      0      0  13801   2857      0      0   6716      6      0      -      -      0      5     23 
 18:16:40       0     52     43      -      0      0      0      0      0      0  13801   2872      0      0     61      4      0      -      -      0      0      0 
 18:16:41       0     49     42      -      0      0      0      0      0      0  13801   2445      0      0     61      4      0      -      -      0      0      1 
 18:16:42       0     32     41      -      0      0      0      0      0      0   7001    525      0      0     61      4      0      -      -      0      0      0 
 18:16:43       0     52     43      -     28      5      0      0      0      0  13801   2580      0      0   9392      8      0      -      -      0     18      0 
 18:16:44       0    167     55      -    100     27      0      0      0      0  13801   2842      0      0  10572      8      0      -      -      0     30      5 
 18:16:45       0    238     54      -     86     37      0      0      0      0  13801   2820      0      0  10572      8      0      -      -      0     26      7 
 18:16:46       0    236     48      -     55     21      0      0      0      0  13801   2820      1      0  10572      8      0      -      -      0     19      5 
 18:16:47       0    239     53      -    100     31      0      0      0      0  13801   2812      1      0  10572      8      0      -      -      0     18      7 
 18:16:48       0    241     55      -    100     28      0      0      0      0  13801   2797      0      0  10572      8      0      -      -      0     18      4 
 18:16:49       0    239     56      -    100     24      0      0      0      0  13801   2820      0      0  10572      8      0      -      -      0     18      6 
 18:16:50       0    243     57      -    100     26      0      0      0      0  13801   2835      1      0  10572      8      0      -      -      0     24      4 
 18:16:51       0    243     59      -    100     35      0      0      0      0  13801   2827      1      0  10572      8      0      -      -      0     14      5 
 18:16:52       0    239     51      -     57     27      0      0      0      0  13801   2820      0      0  10572      8      0      -      -      0   1108      3 
 18:16:53       0    244     55      -    100     33      0      0      0      0  13801   2812      1      0  10572      8      0      -      -      0      0      0 
 18:16:54       0    243     57      -    100     25      0      0      0      0  13801   2812      0      0  10572      8      0      -      -      0     13     48 
 18:16:55       0    239     58      -    100     28      0      0      0      0  13801   2812      0      0  10572      8      0      -      -      0     28      8 
 18:16:57       0    240     55      -    100     30      0      0      0      0  13801   2827      2      0  10572      8      0      -      -      0     24      5 
 18:16:58       0    237     54      -    100     33      0      0      0      0  13801   2820      0      0  10572      8      0      -      -      0     16      5 
 18:16:59       0    240     53      -     76     27      0      0      0      0  13801   2812      1      0  10572      8      0      -      -      0     19      6 
 18:17:00       0    241     54      -    100     25      0      0      0      0  13801   2805      1      0  10572      8      0      -      -      0     13     10 
 18:17:01       0    241     57      -    100     24      0      0      0      0  13801   2812      0      0  10572      8      0      -      -      0     14      4 
 18:17:02       0    243     58      -    100     24      0      0      0      0  13801   2827      1      0  10572      8      0      -      -      0      6      2 
 18:17:03       0    239     59      -    100     34      0      0      0      0  13801   2827      1      0  10572      8      0      -      -      0    576     11 
 18:17:04       0    235     55      -     63     20      0      0      0      0  13801   2820      0      0  10572      8      0      -      -      0     38      6 
 18:17:05       0    242     56      -    100     29      0      0      0      0  13801   2805      2      0  10572      8      0      -      -      0     21     95 
 18:17:06       0    241     57      -    100     26      0      0      0      0  13801   2805      1      0  10572      8      0      -      -      0     17      5 
 18:17:07       0    242     58      -    100     26      0      0      0      0  13801   2827      1      0  10572      8      0      -      -      0     14      6 
 18:17:08       0    239     59      -    100     31      0      0      0      0  13801   2827      1      0  10572      8      0      -      -      0     18      4 
 18:17:09       0    236     50      -     55     20      0      0      0      0  13801   2820      0      0  10572      8      0      -      -      0     17      3 
 18:17:10       0    248     54      -     99     32      0      0      0      0  13801   2812      1      0  10572      8      0      -      -      0     18      2 
 18:17:11       0    244     55      -    100     26      0      0      0      0  13801   2805      0      0  10572      8      0      -      -      0      6      2 
 18:17:12       0    240     55      -    100     25      0      0      0      0  13801   2812      1      0  10572      8      0      -      -      0    578      8 
 18:17:13       0    240     58      -    100     32      0      0      0      0  13801   2820      0      0  10572      8      0      -      -      0     33      6 
 18:17:14       0    243     55      -    100     25      0      0      0      0  13801   2820      2      0  10572      8      0      -      -      0   1112      7 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 18:17:15       0    232     52      -     94     21      0      0      0      0  13801   2820      1      0  10572      8      0      -      -      0   1091      2 
 18:17:16       0    205     55      -    100     30      0      0      0      0  13801   2805      1      0  10572      8      0      -      -      0   1099      4 
 18:17:18       0    242     57      -    100     26      0      0      0      0  13801   2812      0      0  10572      8      0      -      -      0     11      1 
 18:17:19       0    240     58      -    100     25      0      0      0      0  13801   2820      1      0  10572      8      0      -      -      0     16      3 
 18:17:20       0    235     60      -     84     37      0      0      0      0  13801   2827      1      0  10572      8      0      -      -      0     13      1 
 18:17:21       0    240     57      -     78     20      0      0      0      0  13801   2812      1      0  10572      8      0      -      -      0    560      8 
 18:17:22       0    237     53      -    100     29      0      0      0      0  13801   2812      0      0  10572      8      0      -      -      0    508      7 
 18:17:23       0    241     56      -    100     29      0      0      0      0  13801   2805      0      0  10572      8      0      -      -      0    569      9 
 18:17:24       0    245     58      -    100     24      0      0      0      0  13801   2812      0      0  10572      8      0      -      -      0     35      6 
 18:17:25       0    243     59      -    100     24      0      0      0      0  13801   2820      1      0  10572      8      0      -      -      0     32      7 
 18:17:26       0    231     54      -     82     17      0      0      0      0  13801   2820      4      0  10572      8      0      -      -      0     18      5 
 18:17:27       0    210     52      -     56     22      0      0      0      0  13801   2812      0      0  10572      8      0      -      -      0     17     13 
 18:17:28       0    242     56      -     98     31      0      0      0      0  13801   2812      0      0  10572      8      0      -      -      0     10     47 
