#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 17:49:55       0     25     38      -      0      0      0      0      0      0   7001    180      0      0      2      1      0      -      -      0      0      0 
 17:49:56       0     25     38      -      0      0      0      0      0      0   7001    180      0      0      2      1      0      -      -      0      0      0 
 17:49:57       0     23     37      -      0      0      0      0      0      0    810    180      0      0      2      1      0      -      -      0      0      0 
 17:49:58       0     15     37      -      0      0      0      0      0      0    810    180      0      0      4      2      0      -      -      0      0      1 
 17:49:59       0     17     37      -      0      0      0      0      0      0    405    180      0      0      4      2      0      -      -      0      1      2 
 17:50:00       0     12     37      -      0      0      0      0      0      0    405    180      0      0      4      2      0      -      -      0      1      1 
 17:50:01       0     25     37      -      6      5      0      0      0      0  13801   2467      0      0   5908      4      0      -      -      0      2      0 
 17:50:02       0    102     48      -     96     29      0      0      0      0  13801   2835      0      0   6818      4      0      -      -      0      0     91 
 17:50:03       0    183     50      -    100     22      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0     11      3 
 17:50:04       0    184     46      -     46     12      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0      0      0 
 17:50:05       0    179     42      -     33     16      0      0      0      0  13801   2827      0      0   6818      4      0      -      -      0     11      5 
 17:50:06       0    180     51      -     99     30      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0      5      2 
 17:50:07       0    183     51      -    100     22      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0      0     90 
 17:50:08       0    185     49      -     92     24      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0     11      4 
 17:50:09       0    187     51      -    100     20      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0      4      2 
 17:50:10       0    180     50      -    100     22      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0      0      0 
 17:50:11       0    180     49      -     62     18      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0     11      4 
 17:50:12       0    172     44      -      2      2      0      0      0      0  13801   2835      0      0   6818      4      0      -      -      0      3      1 
 17:50:13       0    170     43      -     37     17      0      0      0      0  13801   2827      0      0   6818      4      0      -      -      0      0      2 
 17:50:14       0    184     52      -     93     28      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0     12      3 
 17:50:16       0    181     51      -    100     20      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0      6      2 
 17:50:17       0    187     50      -    100     22      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0      0      0 
 17:50:18       0    176     49      -     68     18      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0     17      4 
 17:50:19       0    171     45      -     11      6      0      0      0      0  13801   2827      0      0   6818      4      0      -      -      0      7      2 
 17:50:20       0    186     50      -     98     25      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0      0      2 
 17:50:21       0    177     46      -     37     11      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0     23      3 
 17:50:22       0    173     44      -      1      1      0      0      0      0  13801   2835      0      0   6818      4      0      -      -      0      9      3 
 17:50:23       0    173     49      -     58     22      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0      0      0 
 17:50:24       0    183     52      -    100     24      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0     23      6 
 17:50:25       0    183     52      -    100     22      0      0      0      0  13801   2812      0      0   6818      4      0      -      -      0      8      1 
 17:50:26       0    186     50      -     60     16      0      0      0      0  13801   2805      0      0   6818      4      0      -      -      0      0      2 
 17:50:27       0     56     41      -      0      0      0      0      0      0  13801   2865      0      0      4      2      0      -      -      0      0      0 
 17:50:28       0     50     40      -      0      0      0      0      0      0  14001   2542      0      0      4      2      0      -      -      0      0      0 
 17:50:29       0     47     40      -      0      0      0      0      0      0  14001   2445      0      0      4      2      0      -      -      0      0      1 
 17:50:30       0     28     39      -      2      0      0      0      0      0  13801   1222      0      0    266      4      0      -      -      0      0      0 
 17:50:31       0     72     44      -     32     24      0      0      0      0  13801   2550      0      0   3542      4      0      -      -      0   1158      7 
 17:50:32       0     89     43      -     32     24      0      0      0      0  13801   2550      0      0   3542      4      0      -      -      0      0      0 
 17:50:33       0     90     41      -     26     19      0      0      0      0  13801   2550      0      0   3542      4      0      -      -      0      5      0 
 17:50:34       0     91     41      -     18     12      0      0      0      0  13801   2565      0      0   3542      4      0      -      -      0      0     93 
 17:50:35       0     90     41      -     32     24      0      0      0      0  13801   2580      0      0   3542      4      0      -      -      0      0      0 
 17:50:37       0     90     42      -     32     23      0      0      0      0  13801   2550      0      0   3542      4      0      -      -      0   1088     16 
 17:50:38       0     90     41      -     32     23      0      0      0      0  13801   2550      0      0   3542      4      0      -      -      0      0      0 
 17:50:39       0     90     43      -     32     23      0      0      0      0  13801   2550      0      0   3542      4      0      -      -      0   1114     14 
 17:50:40       0     89     42      -     32     23      0      0      0      0  13801   2550      0      0   3542      4      0      -      -      0      6      8 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
